PMID	Journal	Title	Authors	 
23929763	Clin Cardiol. 2013 Sep;36(9):542-7. doi: 10.1002/clc.22180. Epub 2013 Aug 8.	Predictors of 30-day readmission in patients hospitalized with decompensated heart failure.	"Hernandez MB(1), Schwartz RS, Asher CR, Navas EV, Totfalusi V, Buitrago I, Lahoti A, Novaro GM."	 
16027642	Heart Lung. 2005 Jul-Aug;34(4):231-9.	Predictors of hospital readmission after discharge in patients with congestive heart failure.	"Hamner JB(1), Ellison KJ."	 
15860971	Congest Heart Fail. 2005 Mar-Apr;11(2):68-72.	Emergency department observation of heart failure: preliminary analysis of safety and cost.	"Storrow AB(1), Collins SP, Lyons MS, Wagoner LE, Gibler WB, Lindsell CJ."	 
24297690	Circ Heart Fail. 2014 Jan;7(1):12-20. doi: 10.1161/CIRCHEARTFAILURE.113.000429. Epub 2013 Dec 2.	Association of heart rate at hospital discharge with mortality and hospitalizations in patients with heart failure.	"Habal MV(1), Liu PP, Austin PC, Ross HJ, Newton GE, Wang X, Tu JV, Lee DS."	 
25139630	Curr Heart Fail Rep. 2014 Dec;11(4):445-52. doi: 10.1007/s11897-014-0215-7.	Outcomes in acute heart failure: 30-day readmission versus death.	"McIlvennan CK(1), Allen LA."	 
CID: PMC3732083 PMID: 20197265	Eur J Heart Fail. 2010 Apr;12(4):367-74. doi: 10.1093/eurjhf/hfq019. Epub 2010 Mar 1.	Critical elements of clinical follow-up after hospital discharge for heart failure: insights from the EVEREST trial.	"Dunlay SM(1), Gheorghiade M, Reid KJ, Allen LA, Chan PS, Hauptman PJ, Zannad F, Maggioni AP, Swedberg K, Konstam MA, Spertus JA."	 
18616003	J Med Pract Manage. 2008 May-Jun;23(6):350-7.	Congestive heart failure admissions: factors related to hospital length of stay.	"Velis E(1), Whiteman AS, Caballero GS, Cabrera B, Ortiz S, Ritter J."	 
19892305	Eur J Intern Med. 2009 Dec;20(8):764-7. doi: 10.1016/j.ejim.2009.09.010. Epub 2009 Oct 22.	Clinical outcomes in medical outliers admitted to hospital with heart failure.	"Alameda C(1), Suárez C."	 
21596331	JACC Cardiovasc Interv. 2011 May;4(5):569-76. doi: 10.1016/j.jcin.2011.01.010.	30-day readmissions after coronary artery bypass graft surgery in New York State.	"Hannan EL(1), Zhong Y, Lahey SJ, Culliford AT, Gold JP, Smith CR, Higgins RS, Jordan D, Wechsler A."	 
23604016	Med Care. 2013 Jul;51(7):589-96. doi: 10.1097/MLR.0b013e31829019a4.	Comparing 2 methods of assessing 30-day readmissions: what is the impact on hospital profiling in the veterans health administration?	"Mull HJ(1), Chen Q, O'Brien WJ, Shwartz M, Borzecki AM, Hanchate A, Rosen AK."	 
23896333	J Physiother. 2013 Sep;59(3):177-87. doi: 10.1016/S1836-9553(13)70182-6.	Distance covered during a six-minute walk test predicts long-term cardiovascular  mortality and hospitalisation rates in men with systolic heart failure: an observational study.	"Wegrzynowska-Teodorczyk K(1), Rudzinska E, Lazorczyk M, Nowakowska K, Banasiak W, Ponikowski P, Wozniewski M, Jankowska EA."	 
10610100	Rev Port Cardiol. 1999 Sep;18(9):855-6.	Prediction of hospital readmission for heart failure: development of a simple risk score based on administrative data.	Rocha E.	 
23811962	Circ Heart Fail. 2013 Sep 1;6(5):922-9. doi: 10.1161/CIRCHEARTFAILURE.113.000336. Epub 2013 Jun 28.	Postdischarge outcomes in heart failure are better for teaching hospitals and weekday discharges.	"McAlister FA(1), Au AG, Majumdar SR, Youngson E, Padwal RS."	 
23188026	JAMA. 2012 Nov 28;308(20):2097-107. doi: 10.1001/jama.2012.14795.	Associations between aldosterone antagonist therapy and risks of mortality and readmission among patients with heart failure and reduced ejection fraction.	"Hernandez AF(1), Mi X, Hammill BG, Hammill SC, Heidenreich PA, Masoudi FA, Qualls LG, Peterson ED, Fonarow GC, Curtis LH."	 
CID: PMC4251560 [Available on 2015-12-02] PMID: 25437404	Ann Intern Med. 2014 Dec 2;161(11):765-74. doi: 10.7326/M13-2946.	Neighborhood socioeconomic disadvantage and 30-day rehospitalization: a retrospective cohort study.	"Kind AJ, Jencks S, Brock J, Yu M, Bartels C, Ehlenbach W, Greenberg C, Smith M."	 
12734531	Heart Lung. 2003 Mar-Apr;32(2):88-99.	Identification of factors predictive of hospital readmissions for patients with heart failure.	"Schwarz KA(1), Elman CS."	 
22429679	J Cardiol. 2012 Jul;60(1):36-41. doi: 10.1016/j.jjcc.2012.01.020. Epub 2012 Mar 18.	Evaluation of the impact of atrial fibrillation on rehospitalization events in heart failure patients in recent years.	"Murakami M(1), Niwano S, Koitabashi T, Inomata T, Satoh A, Kishihara J, Ishikawa  S, Aoyama Y, Niwano H, Izumi T."	 
23273588	J Card Fail. 2013 Jan;19(1):1-9. doi: 10.1016/j.cardfail.2012.11.007.	A randomized controlled pilot study of outcomes of strict allowance of fluid therapy in hyponatremic heart failure (SALT-HF).	"Albert NM(1), Nutter B, Forney J, Slifcak E, Tang WH."	 
24890535	Am Heart J. 2014 Jun;167(6):853-60.e4. doi: 10.1016/j.ahj.2014.02.011. Epub 2014  Mar 5.	Elevated plasma galectin-3 is associated with near-term rehospitalization in heart failure: a pooled analysis of 3 clinical trials.	"Meijers WC(1), Januzzi JL(2), deFilippi C(3), Adourian AS(4), Shah SJ(5), van Veldhuisen DJ(1), de Boer RA(6)."	 
19408042	Ir J Med Sci. 2009 Jun;178(2):167-71. doi: 10.1007/s11845-009-0332-6. Epub 2009 May 1.	Can we reduce preventable heart failure readmissions in patients enrolled in a Disease Management Programme?	"Phelan D(1), Smyth L, Ryder M, Murphy N, O'Loughlin C, Conlon C, Ledwidge M, McDonald K."	 
20925544	N Engl J Med. 2010 Oct 7;363(15):1419-28. doi: 10.1056/NEJMoa0912613.	"Rolofylline, an adenosine A1-receptor antagonist, in acute heart failure."	"Massie BM(1), O'Connor CM, Metra M, Ponikowski P, Teerlink JR, Cotter G, Weatherley BD, Cleland JG, Givertz MM, Voors A, DeLucca P, Mansoor GA, Salerno CM, Bloomfield DM, Dittrich HC; PROTECT Investigators and Committees."	 
21596332	JACC Cardiovasc Interv. 2011 May;4(5):577-8. doi: 10.1016/j.jcin.2011.04.002.	Reducing readmission rates: Does coronary artery bypass graft surgery provide clarity?	"Rumsfeld JS, Allen LA."	 
11985040	Home Healthc Nurse. 2001 May;19(5):298-305.	Rehospitalization among home healthcare patients: results of a prospective study.	"Madigan EA(1), Schott D, Matthews CR."	 
20536269	Rural Remote Health. 2010 Apr-Jun;10(2):1447. Epub 2010 Jun 8.	Effect of post-discharge follow-up care on re-admissions among US veterans with congestive heart failure: a rural-urban comparison.	"Muus KJ(1), Knudson A, Klug MG, Gokun J, Sarrazin M, Kaboli P."	 
10683133	Am J Health Syst Pharm. 1999 Jul 1;56(13):1339-42.	Impact of pharmacist interventions on hospital readmissions for heart failure.	Rainville EC(1).	 
17043008	Med Clin (Barc). 2006 Oct 7;127(13):516-7.	"[Management of heart failure in short stay medical unit: mean stay, frequency and predictors of readmission]."	[Article in Spanish]	 
23733237	Int J Cardiovasc Imaging. 2013 Oct;29(7):1499-509. doi: 10.1007/s10554-013-0239-1. Epub 2013 Jun 4.	Head-to-head comparison of 1 week versus 6 months CMR-derived infarct size for prediction of late events after STEMI.	"Husser O(1), Monmeneu JV, Bonanad C, Gomez C, Chaustre F, Nunez J, Lopez-Lereu MP, Minana G, Sanchis J, Mainar L, Ruiz V, Forteza MJ, Trapero I, Moratal D, Chorro FJ, Bodi V."	 
CID: PMC3573180 PMID: 23412830	BMJ. 2013 Feb 14;346:f521. doi: 10.1136/bmj.f521.	"Income inequality and 30 day outcomes after acute myocardial infarction, heart failure, and pneumonia: retrospective cohort study."	"Lindenauer PK(1), Lagu T, Rothberg MB, Avrunin J, Pekow PS, Wang Y, Krumholz HM."	 
24657298	J Vasc Surg. 2014 Jul;60(1):77-84. doi: 10.1016/j.jvs.2014.01.055. Epub 2014 Mar  20.	Predictors and consequences of unplanned hospital readmission within 30 days of carotid endarterectomy.	"Ho KJ(1), Madenci AL(2), Semel ME(2), McPhee JT(3), Nguyen LL(2), Ozaki CK(2), Belkin M(4)."	 
22713305	J Thorac Cardiovasc Surg. 2012 Sep;144(3):671-6. doi: 10.1016/j.jtcvs.2012.05.031. Epub 2012 Jun 17.	Early readmission for congestive heart failure predicts late mortality after cardiac surgery.	"Lee R(1), Homer N, Andrei AC, McGee EC, Malaisrie SC, Kansal P, McCarthy PM."	 
CID: PMC4082819 PMID: 23386663	Circ Cardiovasc Qual Outcomes. 2013 Mar 1;6(2):171-7. doi: 10.1161/CIRCOUTCOMES.112.967356. Epub 2013 Feb 5.	Patient-identified factors related to heart failure readmissions.	"Retrum JH(1), Boggs J, Hersh A, Wright L, Main DS, Magid DJ, Allen LA."	 
24914061	Heart. 2014 Sep 15;100(18):1436-43. doi: 10.1136/heartjnl-2013-305444. Epub 2014  Jun 9.	Prognosis after a first hospitalisation for acute myocardial infarction and congestive heart failure by country of birth.	"van Oeffelen AA(1), Agyemang C(2), Stronks K(2), Bots ML(1), Vaartjes I(1)."	 
23846010	Minerva Cardioangiol. 2013 Aug;61(4):437-49.	B-type natriuretic peptide. Guided vs. conventional care in outpatients with chronic heart failure: a retrospective study.	"De Vecchis R(1), Esposito C, Di Biase G, Ariano C."	 
CID: PMC2794441 PMID: 18629381	Can J Cardiol. 2008 Jul;24 Suppl B:6B-8B.	Acute decompensated heart failure.	Lepage S(1).	 
21892223	G Ital Cardiol (Rome). 2011 Sep;12(9):611-8. doi: 10.1714/926.10176.	[Major epidemiological changes and clinical variables in patients undergoing a program of heart rehabilitation after cardiac surgery - MEPHISTOPHELES].	[Article in Italian]	 
